Date,Price,Open,High,Low,Vol.,Change,Yesterday Price,Tomorrow Price,30 Day Average,7 Day Average,10-day SMA,20-day SMA,50-day SMA,12-day EMA,26-day EMA,50-day EMA
2023-06-25,1898.80,1875.00,1929.61,1869.28,356.99,1.27,1875.00,1859.00,1819.9136666666666,1850.9471428571428,1812.3319999999999,1791.5080000000003,1820.1012000000003,1828.0837822699807,1815.7475674326326,1819.977425460031
2023-06-26,1859.00,1898.80,1906.07,1840.63,479.76,-2.1,1898.80,1889.51,1820.8833333333334,1868.3671428571429,1826.4399999999998,1790.2495000000004,1819.8614000000002,1832.8401234592145,1818.9514513265117,1821.5077225008142
2023-06-27,1889.51,1859.00,1911.73,1856.19,386.05,1.64,1859.00,1827.95,1820.2553333333335,1882.3528571428574,1842.6120000000003,1793.1199999999997,1820.7020000000002,1841.5585660039508,1824.1780104875108,1824.1744784811744
2023-06-28,1827.95,1889.51,1890.11,1821.94,356.71,-3.26,1889.51,1851.92,1818.1,1873.5071428571428,1853.3089999999997,1792.2335000000003,1820.3298000000002,1839.4649404648812,1824.4574171180657,1824.3225381485795
2023-06-29,1851.92,1827.95,1878.86,1827.95,256.22,1.31,1827.95,1933.80,1816.4776666666664,1870.5928571428572,1864.795,1792.809,1820.5497999999998,1841.381103470284,1826.4916825167275,1825.4047915545175
2023-06-30,1933.80,1851.92,1943.65,1837.49,765.42,4.42,1851.92,1924.53,1818.4833333333333,1876.5685714285717,1879.014,1801.9210000000003,1823.3316,1855.5993952440863,1834.4404467747477,1829.6555840425756
2023-07-01,1924.53,1933.80,1943.20,1909.92,189.41,-0.48,1933.80,1937.57,1820.5753333333332,1883.6442857142858,1882.48,1810.5075000000002,1825.6760000000002,1866.204103668073,1841.1137470136553,1833.3761493742393
2023-07-02,1937.57,1924.53,1958.36,1893.68,283.61,0.68,1924.53,1955.56,1821.591,1889.182857142857,1889.0049999999999,1820.256,1828.5284,1877.1834723345232,1848.2586546422733,1837.4621827321123
2023-07-03,1955.56,1937.57,1974.61,1934.51,346.33,0.93,1937.57,1936.19,1823.708,1902.9771428571428,1895.364,1831.054,1831.6524000000002,1889.2413996676737,1856.2069024465493,1842.0934696837942
2023-07-04,1936.19,1955.56,1966.03,1931.64,226.10,-0.99,1955.56,1910.43,1825.2463333333333,1909.6457142857141,1901.4829999999997,1845.3155000000002,1834.0340000000003,1896.4642612572625,1862.1315763393973,1845.7835296961946
2023-07-05,1910.43,1936.21,1942.15,1896.43,284.34,-1.33,1936.19,1848.36,1828.5539999999999,1921.4285714285713,1902.646,1857.489,1835.763,1898.6128364484528,1865.7092373512937,1848.3186853943832
2023-07-06,1848.36,1910.43,1957.58,1847.01,483.00,-3.25,1910.43,1870.92,1827.3603333333333,1920.92,1901.5819999999999,1864.011,1836.2956,1890.8816308409985,1864.4241086586053,1848.3203055749957
2023-07-07,1870.92,1848.29,1877.51,1827.35,249.82,1.22,1848.36,1865.28,1828.6543333333332,1911.9371428571428,1899.723,1871.1675,1837.6942,1887.8106107116141,1864.9052857950048,1849.2065681014665
2023-07-08,1865.28,1870.92,1873.16,1843.82,136.69,-0.3,1870.92,1862.91,1829.3076666666666,1903.4728571428573,1903.4560000000001,1878.3825000000002,1838.7534,1884.3443629098274,1864.9330424027823,1849.8368987641543
2023-07-09,1862.91,1865.28,1878.22,1856.97,145.47,-0.13,1865.28,1880.42,1830.0576666666666,1892.8071428571432,1904.5549999999998,1884.675,1839.618,1881.0467686160077,1864.7831874099836,1850.349569400854
2023-07-10,1880.42,1862.91,1903.82,1846.71,264.83,0.94,1862.91,1878.33,1834.3529999999998,1882.0728571428572,1899.217,1889.1155000000003,1841.1285999999998,1880.9503426750834,1865.941469824059,1851.5288019733696
2023-07-11,1878.33,1880.42,1889.83,1863.93,191.47,-0.11,1880.42,1871.86,1838.5373333333334,1873.8071428571432,1894.5970000000002,1888.5385,1842.3513999999998,1880.5472130327628,1866.8591387259805,1852.5798293469632
2023-07-12,1871.86,1878.33,1901.45,1865.11,280.91,-0.34,1878.33,2004.77,1842.846,1868.297142857143,1888.0260000000003,1888.5155,1842.707,1879.21071872003,1867.2295728944264,1853.335914470612
2023-07-13,2004.77,1871.86,2010.75,1863.22,588.53,7.1,1871.86,1938.05,1851.685,1890.6414285714286,1892.9470000000001,1894.1555,1846.8042,1898.5275312246408,1877.4177526800245,1859.2745060599996
2023-07-14,1938.05,2004.77,2025.56,1900.22,530.86,-3.33,2004.77,1931.42,1861.2546666666667,1900.2314285714285,1893.1330000000003,1897.3079999999998,1849.4514,1904.6079110362348,1881.909030259282,1862.3637411164702
2023-07-15,1931.42,1938.05,1946.10,1926.83,145.89,-0.34,1938.05,1922.45,1870.07,1909.68,1895.232,1898.9389999999999,1851.5238,1908.7328477998908,1885.576509499335,1865.071829700138
2023-07-16,1922.45,1931.43,1942.55,1918.01,158.59,-0.46,1931.42,1911.24,1876.8876666666667,1918.185714285714,1902.641,1902.1114999999998,1853.3745999999999,1910.8431789075998,1888.307879166051,1867.321954025623
2023-07-17,1911.24,1922.45,1935.99,1876.00,293.54,-0.58,1922.45,1897.58,1883.0026666666668,1922.5885714285712,1906.673,1903.1979999999999,1853.4324,1910.9042283064307,1890.0065547833804,1869.0442303383438
2023-07-18,1897.58,1911.24,1917.21,1877.52,233.00,-0.71,1911.24,1888.65,1888.8893333333333,1925.3385714285712,1909.9029999999998,1906.6794999999997,1853.5318,1908.8543470285183,1890.5675507253522,1870.163280128997
2023-07-19,1888.65,1897.58,1920.48,1882.18,244.92,-0.47,1897.58,1891.23,1893.9423333333332,1927.7371428571428,1912.477,1908.516,1853.2930000000001,1905.7459859472078,1890.4255099308818,1870.888249535703
2023-07-20,1891.23,1888.64,1928.36,1879.39,321.92,0.14,1888.65,1891.75,1897.263,1911.517142857143,1913.5579999999998,1906.3875,1853.645,1903.512757339945,1890.4851017878536,1871.6859652401854
2023-07-21,1891.75,1891.68,1905.57,1884.95,176.39,0.03,1891.23,1866.25,1897.3256666666666,1904.9028571428573,1914.9,1904.7485000000001,1854.2446,1901.7031023645686,1890.5787979517163,1872.4727901327274
2023-07-22,1866.25,1891.75,1897.03,1854.09,143.13,-1.35,1891.75,1888.85,1897.1233333333332,1895.5928571428574,1914.339,1901.1825000000001,1853.4276,1896.2487789238658,1888.7766647701076,1872.2287591471304
2023-07-23,1888.85,1866.26,1903.95,1858.12,164.31,1.21,1866.25,1850.04,1897.0193333333334,1890.792857142857,1902.7469999999998,1897.8470000000002,1853.3636000000001,1895.110505243271,1888.782097009359,1872.8805725139096
2023-07-24,1850.04,1888.85,1890.78,1835.14,297.13,-2.05,1888.85,1857.67,1896.1873333333335,1882.05,1893.946,1893.5395,1852.5636,1888.1765813596908,1885.9123120457027,1871.9848637878738
2023-07-25,1857.67,1850.05,1867.36,1845.68,161.06,0.41,1850.04,1872.00,1894.8163333333332,1876.3485714285714,1886.5710000000004,1890.9015,1853.493,1883.4832611505076,1883.820288931206,1871.4234965805063
2023-07-26,1872.00,1857.67,1886.92,1849.43,286.61,0.77,1857.67,1861.32,1895.2496666666666,1873.97,1881.5260000000003,1892.0835,1853.2495999999999,1881.716605588891,1882.944711973339,1871.4461045577414
2023-07-27,1861.32,1872.00,1885.87,1855.40,176.21,-0.57,1872.00,1874.23,1894.31,1869.6971428571428,1876.534,1891.6035,1853.8339999999998,1878.5786662675232,1881.3428814567956,1871.0490024182222
2023-07-28,1874.23,1861.32,1882.23,1856.90,148.92,0.69,1861.32,1880.55,1895.8526666666667,1867.1942857142856,1874.199,1892.051,1854.405,1877.9096406879044,1880.8160013488846,1871.1737474214292
2023-07-29,1880.55,1874.23,1886.26,1869.74,79.76,0.34,1874.23,1861.81,1896.8070000000002,1869.2371428571428,1873.389,1892.9329999999998,1855.2078,1878.315849812842,1880.7962975452635,1871.541443600981
2023-07-30,1861.81,1880.55,1884.33,1851.63,167.77,-1.0,1880.55,1856.17,1894.4073333333333,1865.3742857142859,1870.4470000000001,1892.0024999999998,1857.4128,1875.776488303174,1879.3899051345034,1871.1598183617268
2023-07-31,1856.17,1861.81,1876.03,1851.42,177.97,-0.3,1861.81,1874.21,1892.1286666666667,1866.25,1866.889,1890.8944999999999,1859.4802,1872.7601054873012,1877.669912161577,1870.5719823475415
2023-08-01,1874.21,1856.17,1875.00,1818.06,386.29,0.97,1856.17,1840.21,1890.0166666666667,1868.612857142857,1867.685,1891.0120000000002,1862.1124000000002,1872.9831661815624,1877.4136223718306,1870.7146497064616
2023-08-02,1840.21,1874.21,1879.32,1822.94,272.70,-1.81,1874.21,1835.98,1886.1716666666664,1864.0714285714287,1862.8210000000004,1882.784,1864.1245999999999,1867.9411406151683,1874.6577984924356,1869.5183889336593
2023-08-03,1835.98,1839.76,1858.62,1828.34,182.56,-0.23,1840.21,1830.24,1882.8313333333333,1860.4514285714286,1861.4150000000002,1877.6805,1867.825,1863.0240420589885,1871.7927763818848,1868.2031579950844
2023-08-04,1830.24,1835.98,1849.13,1819.65,199.60,-0.31,1835.98,1836.48,1880.1583333333333,1854.1671428571428,1858.6719999999998,1872.6215,1871.0906,1857.9803432806825,1868.7147929461896,1866.7144067011595
2023-08-05,1836.48,1830.24,1838.62,1827.52,103.08,0.34,1830.24,1830.28,1879.7623333333333,1847.8714285714284,1855.1199999999997,1868.3229999999999,1873.4618,1854.6725981605775,1866.3270305057313,1865.528743693271
2023-08-06,1830.28,1836.48,1838.08,1826.12,100.32,-0.34,1836.48,1829.11,1878.4076666666667,1843.3671428571429,1852.016,1864.275,1875.5115999999998,1850.919890751258,1863.6568800978994,1864.1464400190252
2023-08-07,1829.11,1830.28,1846.41,1805.30,243.92,-0.06,1830.28,1856.24,1877.202,1839.5014285714285,1847.5040000000001,1860.8515,1877.6742,1847.5645229433721,1861.0978519424996,1862.7724619790636
2023-08-08,1856.24,1829.10,1871.77,1826.40,253.39,1.48,1829.11,1855.36,1876.9796666666666,1836.9342857142858,1845.0729999999999,1859.2310000000002,1880.0578,1848.8992117213147,1860.7380110578702,1862.5162869994924
2023-08-09,1855.36,1856.24,1870.48,1846.76,203.58,-0.05,1856.24,1852.46,1876.1443333333334,1839.0985714285712,1844.4279999999999,1857.4375,1881.3328,1849.8931791488048,1860.3396398683983,1862.23564829363
2023-08-10,1852.46,1855.36,1865.94,1847.34,134.21,-0.16,1855.36,1848.88,1875.282,1841.452857142857,1844.057,1855.473,1880.5846000000001,1850.2880746643732,1859.7559628411095,1861.8522895370172
2023-08-11,1848.88,1852.46,1857.17,1840.65,120.55,-0.19,1852.46,1849.94,1874.5159999999998,1844.1157142857144,1841.5240000000001,1854.6045,1880.1157999999998,1850.0714477929312,1858.9503359639903,1861.3435723002715
2023-08-12,1849.94,1848.88,1853.54,1846.13,66.93,0.06,1848.88,1840.73,1869.355,1846.0385714285715,1842.4969999999998,1852.659,1879.2751999999998,1850.051225055557,1858.2829036703615,1860.8963733865353
2023-08-13,1840.73,1849.94,1861.50,1835.51,126.51,-0.5,1849.94,1845.51,1866.111,1847.5314285714287,1842.9720000000002,1852.1934999999999,1878.5897999999997,1848.6171904316252,1856.9826885836683,1860.1055352145145
2023-08-14,1845.51,1840.73,1856.48,1835.90,158.11,0.26,1840.73,1828.98,1863.2473333333332,1849.8742857142856,1844.4990000000003,1851.5855,1877.524,1848.139161134452,1856.132859799693,1859.5331612845334
2023-08-15,1828.98,1845.51,1847.35,1816.32,196.60,-0.9,1845.51,1807.81,1860.1316666666667,1845.98,1843.7490000000003,1849.4345,1876.9235999999999,1845.1915978829977,1854.1215368515677,1858.3349980969047
2023-08-16,1807.81,1828.98,1831.52,1803.31,217.47,-1.16,1828.98,1683.89,1856.684,1839.1871428571428,1841.502,1846.759,1875.2895999999998,1839.4405828240751,1850.6910526403406,1856.3536256225163
2023-08-17,1683.89,1807.81,1809.81,1560.88,876.70,-6.85,1807.81,1661.26,1849.561,1815.1057142857142,1826.98,1837.2420000000002,1872.4084,1815.5097239280635,1838.3354191114263,1849.5903461863393
2023-08-18,1661.26,1681.51,1698.77,1646.32,572.90,-1.34,1683.89,1669.67,1841.9813333333334,1788.3028571428572,1807.482,1826.2775000000001,1868.5952000000002,1791.7789971698999,1825.218721399469,1842.204842414326
2023-08-19,1669.67,1661.27,1693.88,1654.35,243.31,0.51,1661.26,1685.24,1834.596,1762.55,1788.913,1816.6705000000002,1863.3126000000002,1772.9929976053,1813.696593888397,1835.438770162784
2023-08-20,1685.24,1669.68,1692.47,1662.82,205.82,0.93,1669.67,1667.60,1827.7123333333334,1740.3371428571427,1772.191,1808.1239999999998,1858.5267999999999,1759.492536435254,1804.1812906374048,1829.5486223132632
2023-08-21,1667.60,1685.24,1686.11,1651.77,265.91,-1.05,1685.24,1634.29,1821.0906666666667,1714.9214285714286,1754.063,1797.7934999999998,1853.1273999999999,1745.3552231375224,1794.064157997597,1823.1976959480373
2023-08-22,1634.29,1667.60,1669.22,1588.36,424.51,-2.0,1667.60,1679.93,1812.6053333333334,1687.1085714285712,1732.498,1787.4975,1846.7019999999998,1728.2682657317498,1782.2290351829602,1815.7895510088986
2023-08-23,1679.93,1634.30,1697.63,1629.86,399.71,2.79,1634.29,1660.89,1806.9350000000002,1668.84,1716.4180000000001,1779.6950000000002,1841.5767999999998,1720.831609465327,1774.6513288731112,1810.4617254791378
2023-08-24,1660.89,1679.93,1683.03,1642.45,246.62,-1.13,1679.93,1653.74,1800.3756666666668,1665.554285714286,1697.9560000000001,1771.2274999999997,1836.586,1711.6098233937382,1766.224563771399,1804.596167617211
2023-08-25,1653.74,1661.18,1676.13,1636.77,250.86,-0.43,1660.89,1647.05,1793.1003333333333,1664.48,1680.432,1762.0905000000002,1832.6936,1702.7067736408553,1757.8923738624067,1798.6802394753595
2023-08-26,1647.05,1653.74,1655.58,1644.04,84.34,-0.4,1653.74,1658.33,1785.958,1661.2485714285715,1664.3560000000002,1752.929,1828.2161999999998,1694.1441930807237,1749.6818276503766,1792.733955574365
2023-08-27,1658.33,1647.05,1660.11,1646.35,94.20,0.68,1647.05,1653.22,1778.7613333333331,1657.4042857142856,1661.8,1744.39,1824.0772,1688.6343172221507,1742.9150256022006,1787.4632122185076
2023-08-28,1653.22,1658.34,1660.80,1628.79,229.39,-0.31,1658.33,1729.69,1771.1836666666666,1655.3500000000001,1660.9959999999999,1734.239,1819.8834,1683.1859607264353,1736.2709496316672,1782.198772523664
2023-08-29,1729.69,1653.22,1742.83,1640.29,528.63,4.63,1653.22,1705.22,1766.7796666666666,1668.9785714285713,1666.998,1727.9554999999996,1816.8688,1690.3404283069835,1735.7834718811735,1780.1396049737164
2023-08-30,1705.22,1729.69,1730.71,1696.99,218.44,-1.41,1729.69,1645.82,1761.748,1672.5914285714287,1668.9959999999999,1720.5935000000002,1813.4066,1692.6295931828322,1733.5195110010866,1777.2015812492568
2023-08-31,1645.82,1705.23,1723.95,1634.74,355.27,-3.48,1705.22,1629.00,1754.135,1670.4385714285713,1666.818,1710.4405,1808.8857999999998,1685.4281173085503,1727.023250926932,1772.049362376737
2023-09-01,1629.00,1645.82,1654.39,1603.67,319.19,-1.02,1645.82,1637.05,1747.0946666666669,1666.9042857142856,1666.289,1699.3935000000001,1801.3703999999998,1676.7468684918504,1719.762269376789,1766.4395834600023
2023-09-02,1637.05,1629.00,1644.63,1628.11,109.03,0.49,1629.00,1635.85,1740.4636666666665,1665.4757142857143,1662.0009999999997,1689.2094999999997,1795.3504,1670.6396579546426,1713.635434608138,1761.3654821478453
2023-09-03,1635.85,1637.05,1645.16,1625.61,124.14,-0.07,1637.05,1630.51,1733.9840000000002,1662.2642857142857,1659.497,1678.7265,1789.4389999999999,1665.2874028846977,1707.8735505630907,1756.4433063773417
2023-09-04,1630.51,1635.86,1643.31,1618.49,178.25,-0.33,1635.85,1634.46,1727.118333333333,1659.02,1657.1740000000002,1668.8029999999999,1783.6001999999999,1659.937033210129,1702.1429171880468,1751.5047453429363
2023-09-05,1634.46,1630.53,1647.67,1610.02,219.79,0.24,1630.51,1633.18,1720.591,1645.4157142857143,1655.9149999999997,1660.1354999999999,1778.0646000000002,1656.0174896393398,1697.12936776671,1746.914755329488
2023-09-06,1633.18,1634.46,1667.08,1610.49,240.73,-0.08,1634.46,1648.09,1714.06,1635.1242857142856,1653.4,1657.6,1772.7766000000001,1652.504029694826,1692.3923775617686,1742.4545688459787
2023-09-07,1648.09,1633.18,1658.04,1624.07,243.55,0.91,1633.18,1636.45,1707.1216666666667,1635.4485714285713,1652.887,1656.9415000000001,1767.9653999999998,1651.8249482033143,1689.1107199646005,1738.7539975186855
2023-09-08,1636.45,1648.09,1657.53,1618.39,236.38,-0.71,1648.09,1635.56,1699.8246666666666,1636.5128571428572,1643.563,1655.2805,1762.8698000000002,1649.4595715566506,1685.2099258931487,1734.7420760473647
2023-09-09,1635.56,1636.45,1637.21,1630.12,63.97,-0.05,1636.45,1617.44,1692.5946666666669,1636.3,1636.5970000000002,1652.7965,1757.746,1647.3211759325507,1681.5321536047672,1730.8525828690367
2023-09-10,1617.44,1635.56,1635.72,1604.26,220.97,-1.11,1635.56,1551.89,1684.88,1633.67,1633.759,1650.2884999999999,1752.7698,1642.7240719429274,1676.7845866710807,1726.405030599663
2023-09-11,1551.89,1617.44,1618.80,1533.95,444.95,-4.05,1617.44,1592.50,1674.945,1622.4385714285713,1626.0480000000002,1646.1684999999998,1746.0306,1628.7495993363232,1667.5331358065562,1719.56130390948
2023-09-12,1592.50,1551.89,1617.39,1549.71,354.59,2.62,1551.89,1607.63,1666.6706666666664,1616.4442857142858,1621.593,1641.797,1740.8798000000002,1623.1727378999658,1661.9751257468113,1714.5785076777358
2023-09-13,1607.63,1592.50,1614.43,1582.03,238.31,0.95,1592.50,1626.49,1658.7413333333336,1612.794285714286,1618.7710000000002,1639.134,1735.879,1620.7815474538172,1657.9495608766772,1710.3844485531188
2023-09-14,1626.49,1607.63,1639.23,1607.08,293.64,1.17,1607.63,1641.31,1651.9916666666666,1609.7085714285715,1618.3690000000001,1637.7715,1730.9688,1621.6597709224607,1655.6192230339602,1707.0944701784867
2023-09-15,1641.31,1626.49,1652.40,1612.25,194.29,0.91,1626.49,1634.41,1646.4416666666666,1610.402857142857,1619.054,1637.4845,1726.5685999999998,1624.682883088236,1654.559280587,1704.5146870342323
2023-09-16,1634.41,1641.31,1650.04,1631.74,107.11,-0.42,1641.31,1622.65,1644.7923333333335,1610.2385714285715,1619.1770000000001,1636.2885,1721.7722,1626.1793626131227,1653.0667412842595,1701.7654836211252
2023-09-17,1622.65,1634.41,1635.00,1612.87,127.49,-0.72,1634.41,1636.92,1643.5053333333335,1610.982857142857,1616.633,1634.7599999999998,1716.6141999999998,1625.6363837495653,1650.8136493372774,1698.6629156359832
2023-09-18,1636.92,1622.63,1668.87,1609.69,302.35,0.88,1622.65,1643.08,1642.4136666666668,1623.1299999999999,1616.68,1630.1215,1712.1163999999999,1627.3723247111707,1649.7844901271087,1696.241624826729
2023-09-19,1643.08,1636.88,1659.53,1627.31,201.84,0.38,1636.92,1622.28,1641.0083333333334,1630.3557142857142,1617.4320000000002,1627.0144999999998,1707.8546,1629.7888901402214,1649.2878612288046,1694.156855225681
2023-09-20,1622.28,1643.14,1649.17,1610.14,253.88,-1.27,1643.08,1584.03,1639.4976666666666,1632.4485714285713,1617.916,1625.8375,1702.8159999999998,1628.633676272495,1647.2872789155597,1691.3381550207523
2023-09-21,1584.03,1622.28,1625.31,1569.03,264.25,-2.36,1622.28,1593.10,1637.8223333333333,1626.3828571428571,1621.1299999999999,1623.589,1697.6924000000001,1621.7715722305725,1642.6015545514442,1687.129992078762
2023-09-22,1593.10,1584.03,1601.79,1578.78,135.12,0.57,1584.03,1593.89,1634.9279999999999,1619.4957142857143,1621.19,1621.3915,1692.8348,1617.3605611181767,1638.9347727328186,1683.4425414090067
2023-09-23,1593.89,1593.10,1597.96,1587.79,69.31,0.05,1593.10,1580.55,1632.6946666666665,1613.707142857143,1619.816,1619.2935000000002,1688.1078,1613.749705561534,1635.598122900758,1679.930677040026
2023-09-24,1580.55,1593.89,1600.37,1573.94,144.30,-0.84,1593.89,1588.62,1630.255,1607.6928571428573,1615.2220000000002,1616.7955,1682.9892000000002,1608.642058552067,1631.5204841673685,1676.033395587476
2023-09-25,1588.62,1580.55,1596.57,1564.70,191.41,0.51,1580.55,1594.04,1628.3073333333334,1600.7928571428572,1609.953,1614.5035,1678.156,1605.561741851749,1628.3426705253412,1672.6054192899278
2023-09-26,1594.04,1588.62,1597.67,1580.60,141.61,0.34,1588.62,1598.49,1626.1643333333334,1593.787142857143,1605.916,1612.5465,1673.4546000000003,1603.7891661822493,1625.8017319679084,1669.5244224550288
2023-09-27,1598.49,1594.05,1633.50,1585.28,307.59,0.28,1594.04,1652.89,1624.3400000000001,1590.3885714285714,1603.5,1610.0665,1668.2995999999998,1602.9739098465188,1623.7786407110264,1666.7387588293416
2023-09-28,1652.89,1598.53,1667.61,1598.16,354.03,3.4,1598.49,1667.72,1621.78,1600.2257142857143,1605.097,1610.8885,1664.2502,1610.6533083316697,1625.9350376953948,1666.1956702477987
2023-09-29,1667.72,1652.89,1686.63,1648.47,273.45,0.9,1652.89,1670.92,1620.53,1610.8857142857144,1607.5610000000001,1612.4965,1660.5553999999997,1619.4327993575666,1629.0302200883286,1666.25544788514
2023-09-30,1670.92,1667.71,1693.68,1666.25,147.60,0.19,1667.72,1732.89,1621.3666666666666,1621.8899999999999,1612.425,1615.1705,1656.9962,1627.3539071487103,1632.1331667484524,1666.4383714974874
2023-10-01,1732.89,1670.92,1741.94,1668.94,245.32,3.71,1670.92,1662.79,1624.8296666666668,1643.652857142857,1627.3110000000001,1624.2205,1654.6552,1643.590229125832,1639.5966358781966,1669.0443177132722
2023-10-02,1662.79,1732.90,1742.42,1638.04,412.81,-4.05,1732.89,1656.88,1625.687666666667,1654.2485714285715,1634.28,1627.7350000000001,1651.0964000000001,1646.5440400295502,1641.314662850182,1668.7990503519675
2023-10-03,1656.88,1662.79,1670.45,1644.05,216.11,-0.36,1662.79,1647.05,1626.3886666666665,1663.2257142857143,1640.5790000000002,1630.1974999999998,1647.3238000000001,1648.1341877173118,1642.4676507872055,1668.3316366126746
2023-10-04,1647.05,1656.88,1657.61,1630.48,243.08,-0.59,1656.88,1611.58,1626.94,1670.1628571428573,1647.229,1631.2255,1643.6852,1647.967389606956,1642.8070840622272,1667.497062627864
2023-10-05,1611.58,1646.61,1654.03,1609.54,253.05,-2.15,1647.05,1645.62,1626.1773333333335,1664.2614285714285,1649.525,1629.739,1639.7606,1642.3693296674244,1640.4939667242843,1665.3042366424575
2023-10-06,1645.62,1611.58,1659.99,1611.58,238.24,2.11,1611.58,1633.58,1626.592,1661.1042857142857,1654.6829999999998,1630.2994999999999,1638.9952000000003,1642.869432795513,1640.8736728928557,1664.5323057937337
2023-10-07,1633.58,1640.59,1643.25,1630.18,107.55,-0.73,1645.62,1632.85,1626.1083333333333,1655.77,1658.1919999999998,1630.846,1638.4415999999997,1641.440289288511,1640.3334008267184,1663.318489880254
2023-10-08,1632.85,1633.58,1641.30,1616.80,159.27,-0.04,1633.58,1579.74,1625.9883333333335,1641.4785714285715,1656.188,1630.6425,1637.7051999999999,1640.1187063210477,1639.7790748395541,1662.123647139852
2023-10-09,1579.74,1632.85,1635.13,1550.10,372.11,-3.25,1632.85,1567.60,1624.1276666666665,1629.6142857142856,1647.3899999999999,1627.4755,1635.5952000000002,1630.8296745793482,1635.3317359625503,1658.8929158794658
2023-10-10,1567.60,1579.77,1593.73,1552.34,255.41,-0.77,1579.74,1566.88,1622.4663333333335,1616.8600000000001,1637.058,1624.7414999999999,1633.5952,1621.1020323363716,1630.3145703356945,1655.3128015312516
2023-10-11,1566.88,1567.62,1578.16,1549.16,279.01,-0.05,1567.60,1539.70,1622.9660000000001,1605.4071428571426,1620.4569999999999,1623.884,1632.247,1612.7601812076991,1625.615713273791,1651.8448485300262
2023-10-12,1539.70,1566.88,1568.47,1523.78,260.59,-1.73,1566.88,1552.17,1621.206,1595.1385714285714,1608.148,1621.2140000000002,1629.4424,1601.5201533295915,1619.2515863646213,1647.4470113327704
2023-10-13,1552.17,1539.70,1574.08,1538.07,208.91,0.81,1539.70,1554.96,1619.3573333333334,1581.7885714285715,1597.6770000000001,1619.128,1627.2679999999998,1593.9278220481158,1614.2825799672419,1643.7106579471715
2023-10-14,1554.96,1552.17,1559.94,1545.32,107.26,0.18,1552.17,1557.66,1616.9730000000002,1570.5571428571432,1588.468,1617.8485,1625.2923999999998,1587.9327725022517,1609.888314784483,1640.230239988459
2023-10-15,1557.66,1554.96,1565.80,1550.05,128.70,0.17,1554.96,1599.48,1614.1846666666668,1559.8157142857144,1583.076,1616.3005,1623.5046000000002,1583.2754228865208,1606.0195507263734,1636.9921913614605
2023-10-16,1599.48,1557.79,1635.46,1555.13,452.69,2.69,1557.66,1564.99,1613.0203333333334,1562.6357142857144,1578.462,1616.5725,1622.3276,1585.768434750133,1605.5351395614568,1635.52112503356
2023-10-17,1564.99,1599.48,1600.49,1553.63,250.22,-2.16,1599.48,1563.43,1611.0983333333331,1562.2628571428572,1571.6029999999998,1614.8975,1620.563,1582.571752480882,1602.5317958902378,1632.755198561656
2023-10-18,1563.43,1564.99,1583.77,1556.15,199.43,-0.1,1564.99,1566.79,1608.6486666666667,1561.7700000000002,1564.661,1610.4244999999999,1617.2377999999999,1579.6268674838234,1599.6353665650352,1630.036563323944
2023-10-19,1566.79,1563.43,1573.48,1543.87,238.42,0.21,1563.43,1603.89,1606.1056666666666,1565.6399999999999,1563.366,1605.3780000000002,1614.4691999999998,1577.6519647940042,1597.2023764491066,1627.5563059386914
2023-10-20,1603.89,1566.78,1629.26,1561.62,343.61,2.37,1566.79,1628.94,1605.4926666666665,1573.0285714285715,1566.9950000000001,1602.0265,1613.6306000000002,1581.6885855949267,1597.697755971395,1626.6282155097233
2023-10-21,1628.94,1603.89,1642.33,1592.41,188.94,1.56,1603.89,1663.35,1606.9896666666668,1583.597142857143,1573.201,1596.8290000000002,1613.6294,1588.9580339649378,1600.0119962698102,1626.7188737250285
2023-10-22,1663.35,1628.94,1667.50,1623.29,246.68,2.11,1628.94,1763.75,1609.3313333333333,1598.695714285714,1585.5660000000003,1596.857,1614.1554,1600.402951816486,1604.7037002498241,1628.1553884809098
2023-10-23,1763.75,1663.35,1791.99,1657.57,672.28,6.04,1663.35,1784.88,1614.9933333333333,1622.162857142857,1606.7240000000002,1602.2005000000001,1616.7133999999999,1625.5332669216418,1616.4849076387259,1633.4728242267565
2023-10-24,1784.88,1763.79,1853.31,1757.32,750.21,1.2,1763.75,1787.00,1621.8043333333333,1653.5757142857144,1629.716,1609.092,1619.8008000000002,1650.048148933697,1628.9586181840054,1639.4103605315897
2023-10-25,1787.00,1784.88,1814.21,1761.39,389.39,0.12,1784.88,1803.13,1628.417,1685.5142857142857,1652.65,1617.863,1622.8516,1671.1176644823588,1640.6653872074126,1645.1981895303509
2023-10-26,1803.13,1787.00,1864.81,1764.43,471.17,0.9,1787.00,1779.54,1635.3866666666668,1719.277142857143,1673.015,1625.7385,1626.2506,1691.427254561996,1652.6998029698264,1651.3915938624941
2023-10-27,1779.54,1803.38,1803.63,1751.77,298.24,-1.31,1803.13,1776.21,1641.4216666666666,1744.3700000000001,1694.47,1633.0365,1628.8796000000002,1704.9830615524581,1662.0953731202096,1656.417021554161
2023-10-28,1776.21,1779.54,1801.12,1772.08,134.10,-0.19,1779.54,1794.96,1645.5323333333333,1765.4085714285716,1715.748,1640.2045000000003,1631.6747999999998,1715.9410520828492,1670.5483084446385,1661.1147854147823
