name;open;high;low;close;volume;marketCap;timestamp
"2781";2231.5824878987;2256.9721126914;2228.4558171612;2252.7949575633;11998343312.47;270821146647.73;"2023-12-11T03:00:00.000Z"
"2781";2251.8694975568;2251.8694975568;2230.7272889857;2242.308268826;12985032715.53;269560482840.38;"2023-12-11T06:00:00.000Z"
"2781";2243.501325814;2252.2308181244;2239.6544369876;2249.4204854213;13114856107.32;270415482380.88;"2023-12-11T09:00:00.000Z"
"2781";2249.3005231555;2251.4181592874;2218.6903548783;2218.9878363982;13881829153.39;266757002555.05;"2023-12-11T12:00:00.000Z"
"2781";2218.8638679164;2226.6408923311;2190.6811547475;2203.9283385589;15555185062.98;264946615658.06;"2023-12-11T15:00:00.000Z"
"2781";2203.5225074141;2203.5225074141;2160.3581019847;2197.7440991899;17479763410.13;264203173476.86;"2023-12-11T18:00:00.000Z"
"2781";2199.0636152187;2225.5640479573;2199.0636152187;2224.5787846632;17989249470.29;267429121877.27;"2023-12-11T21:00:00.000Z"
"2781";2224.3909929939;2242.5512479037;2221.4896600075;2238.3284513656;15437329773.21;269078435942.76;"2023-12-12T00:00:00.000Z"
"2781";2238.146584307;2239.5416995783;2217.0173232552;2225.3609064031;14313669288.33;267519555379.73;"2023-12-12T03:00:00.000Z"
"2781";2225.2282784574;2237.7219666492;2212.9734521833;2235.5144870398;13969159520.4;268740158010.79;"2023-12-12T06:00:00.000Z"
"2781";2235.0723319094;2235.0723319094;2208.0994692165;2208.0994692165;13639652033.16;265444488819.46;"2023-12-12T09:00:00.000Z"
"2781";2207.9685415781;2230.1040013522;2203.1494621335;2207.110769352;13513040254.15;265325633245.34;"2023-12-12T12:00:00.000Z"
"2781";2206.6473497602;2210.4885362834;2166.7700992092;2172.5435970613;12950090812.37;261170174894.61;"2023-12-12T15:00:00.000Z"
"2781";2170.4143740432;2193.0717956832;2170.4143740432;2186.4025564996;11403298518.17;262836215965.19;"2023-12-12T18:00:00.000Z"
"2781";2186.2123494073;2205.4754149046;2167.2377577481;2202.0379684959;11391132227.58;264715811519.07;"2023-12-12T21:00:00.000Z"
"2781";2202.60034816;2205.3159787509;2162.742775723;2172.4935523643;11682320126.45;261159277485.65;"2023-12-13T00:00:00.000Z"
"2781";2173.6419763449;2177.3856221568;2151.5509906336;2172.226977882;12212232226.91;261127232097.47;"2023-12-13T03:00:00.000Z"
"2781";2172.0152004146;2183.7532406299;2150.7542852783;2183.7532406299;12227065921.95;262512824449.67;"2023-12-13T06:00:00.000Z"
"2781";2184.2281047566;2184.2281047566;2168.7985011665;2169.3762582296;12156447396.83;260784542065.59;"2023-12-13T09:00:00.000Z"
"2781";2170.0966693826;2193.8906749403;2168.6346656372;2187.5968671946;11806819144.32;262974873570.81;"2023-12-13T12:00:00.000Z"
"2781";2187.3674133027;2225.5111271084;2187.3674133027;2212.2724666889;11664363328.47;265941170860.14;"2023-12-13T15:00:00.000Z"
"2781";2212.7697249456;2260.4456943503;2209.9775085891;2258.6251775538;12259661123.42;271513311898.63;"2023-12-13T18:00:00.000Z"
"2781";2258.8906206047;2283.0992424614;2249.8161639359;2260.6487681131;12576395493.06;271756571284.98;"2023-12-13T21:00:00.000Z"
"2781";2260.7359881357;2262.7752140092;2246.9340214325;2252.6490114279;11824700072.33;270788775038.9;"2023-12-14T00:00:00.000Z"
"2781";2252.8204938731;2260.6812738284;2247.6722599475;2257.8974591611;11126039523.05;271419685902.22;"2023-12-14T03:00:00.000Z"
"2781";2259.8869467413;2285.6697363315;2259.1469176355;2276.0494778858;11369151756.32;273601722646.51;"2023-12-14T06:00:00.000Z"
"2781";2275.2290753404;2303.5840277892;2273.1750338113;2303.5840277892;12128765691.01;276911624456.23;"2023-12-14T09:00:00.000Z"
"2781";2307.8920187611;2314.7014990736;2239.3661680482;2286.9824371009;13910738757.92;274915963177.72;"2023-12-14T12:00:00.000Z"
"2781";2288.1267664951;2313.3858219557;2270.5144993054;2306.2740856686;13908277461.29;277234993731.36;"2023-12-14T15:00:00.000Z"
"2781";2305.9790905992;2305.9790905992;2285.1316862374;2289.9052364259;13008202703.57;275267310078.59;"2023-12-14T18:00:00.000Z"
"2781";2291.1262719897;2331.6015337999;2290.1859001149;2316.5790072611;12608711052.34;278473738462.9;"2023-12-14T21:00:00.000Z"
"2781";2316.110422609;2316.8929392602;2286.8486303367;2289.2968073973;12594966276.24;275188621633.49;"2023-12-15T00:00:00.000Z"
"2781";2288.8200263773;2289.5968490906;2265.4291368112;2266.2498659679;13166729250.51;272418226801.19;"2023-12-15T03:00:00.000Z"
"2781";2266.1805585656;2277.6920062878;2259.3875416377;2277.659697738;12906568231.53;273789764064.39;"2023-12-15T06:00:00.000Z"
